Trip Code,Data entry,Boat name,Observer name,Captain name,Vessel capacity,Vessel length,Lugar de zarpe,. crew,. de matricula,Motor HP,Fecha de zarpe,hora de zarpe,Sistema,Objective species,Objective species 2,Objective species 3,fecha de llegada,hora de llegada,Puerto de llegada,Bait type 1,Bait type 2,Bait type 3,Bait state 1,Bait state 2,Bait state 3,. hooks,Corcho distance,"corcho distance, m or b",hook tipo y tamano,Mainline length,Mainline length units,Mainline material,Mainline thickness,hook depth (branchline length),Branchline material,Branchline thickness,"hook depth, m or b",hook - distance betwen,hook distance units,Use weight,Weight amount,Weigth to hook distance,linea madre/net depth,Net depth category,. panes,Pane 1 .,Net 1 type,Pane size - Length,Pane size - Depth,Pane size - Units,Mesh size,Mesh size - Units,Net depth,Net depth - Units,Pane 2 .,Net 2 type,Pane 2 length,Pane 2 depth,Pane 2 units,Pane 2 water depth,Pane 2 water depth - Units,Pane 2 mesh size,Pane 2 mesh size - units,Pane 3 .,Net 3 type,Pane 3 length,Pane 3 depth,Pane 3 units,Pane 3 water depth,Pane 3 water depth - Units,Pane 3 mesh size,Pane 3 mesh size - units,Mixed - type,Mixed- depth category,mixed - . panes,mixed - pane 1 - length,mixed - pane 1 - height,mixed - pane 1 units,mixed - pane 2 - length,mixed - pane 2 - height,mixed - pane 2 units,mixed - pane 1 mesh size,mixed - pane 1 mesh units,mixed - pane 2 mesh size,mixed - pane 2 mesh units,PS - number floats,PS - distance between floats FROM,PS - distance between floats TO,PS - number leads,PS - distance between leads FROM,PS - distance between leads TO,PS - boliche length,PS - boliche height,PS - material relinga superior,PS - grosor relinga superior,PS - material relinga inferior,PS - grosor relinga inferior,PS - mesh size,PS - ring diameter,Capture species 1,Capture species 2,Capture species 3,Capture species 4,Capture species 5,Capture species 6,Capture species 7,Quantity 1,Quantity 2,Quantity 3,Quantity 4,Quantity 5,Quantity 6,Quantity 7,Quantity Units 1,Quantity Units 2,Quantity Units 3,Quantity Units 4,Quantity Units 5,Quantity Units 6,Quantity Units 7,Cost of operation,Estimada ganacia,Comments
1271,AyS,Jesus en ti confio,Rusbert Fiestas,Julio Fiestas,,,San Jose,4,PL-38485-BM,,2/23/15,1/0/00,manual,tollo,suco,,2/28/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Profundidad,Fondo,27,27,Menudo/Multifilament,30,4,b,4.5,p,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suco,tollo mama,chita,,,,,370,15,30,,,,,k,k,k,,,,,900,1800,
1272,AyS,Mensajero de paz,Ronald Fiestas,Ronald Fiestas,,,San Jose,5,PL-34932-BM,,2/25/15,1/0/00,manual,raya,,,3/3/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,33,33,Clara/Monofilament,32,5,b,10,p,0,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya,tollo rara,lenguado,,,,,48,5,13,,,,,i,i,i,,,,,1000,1900,
1273,AyS,Cholo Justo,Jose Miguel Angel Fiestas,Jose Miguel Angel Fiestas,,,San Jose,4,PL-23582-BM,,2/26/15,1/0/00,manual,lenguado,raya,,3/4/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Ambos,Mixto,46,18,Menudo/Multifilament,28,3,b,4.75,p,,,28,Clara/Monofilament,30,5,b,0,,10,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lenguado,chita,raya,,,,,80,40,30,,,,,k,k,k,,,,,1100,1200,
1274,AyS,Maria Elizabeth,Jose Manuel Fiestas,Jose Manuel Fiestas,,,San Jose,5,PL-25920-BM,,2/28/15,1/0/00,manual,martillo,,,3/6/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Ambos,Mixto,38,38,Clara/Monofilament,35,5,b,9,p,0,b,28,Menudo/Multifilament,35,3,b,6,b,4,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lenguado,raya,suco,chita,cabrilla,,,20,60,50,10,18,,,k,k,k,k,k,,,1200,700,
1275,AyS,Jesus en ti confio,Rusbert Fiestas,Julio Fiestas,,,San Jose,4,PL-38485-BM,,2/28/15,1/0/00,manual,Lenguado,tollo rara,,3/6/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Ambos,Mixto,30,27,Menudo/Multifilament,30,4,b,4,p,,,10,Clara/Monofilament,30,5,b,,,7,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya aguila,lenguado,suco,chita,pejegallo,,,120,17,350,15,7,,,k,k,k,k,k,,,700,700,
1277,NAP,Se_or de la Divin Misericordia,JBT,Jose Brady,,,Ancon,4,CPS212583BM,,2/24/14,1/0/00,manual,Atun,Tollos,Perico,2/27/14,1/0/00,Zorritos,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,26,0,Menudo/Multifilament,,,m,7.25,p,0.5,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,atun,tiburon diamante,tiburon martillo,Mobula blanca,Pava,Perico,Piloto,1080,28,20,63,22,36,10,k,k,k,k,k,k,k,8000,6660,"Se recolecto estomagos para proyecto Fincyt. 
Botellita- 8kg
Delfin que se encontro no tenia cola
Se libero una tortuga verde"
1278,NAP,Yorliana  Yisari,MQH,MQH,,,Salaverry,4,,,2/26/15,1/0/00,manual,Curceta,,,3/6/14,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,29,29,Menudo/Multifilament,60,,b,8,p,0,m,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tiburon martillo,perico,bonito,tiburon azul,tiburon mantequero,tiburon zorro,mobula,3000,50,12,1,1,3,6,,,,,,,,6000,20000,"Se colecto estomagos para proyecto Fincyt.
Raya Aguila- 6 piezas."
1279,,Jordan I,CVE,El Chato,,,San Jose,3,PL-44083-BM,,2/18/15,1/0/00,manual,Peses oseosos,,,2/18/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,50,50,Menudo/Multifilament,30,2,b,2.5,p,0,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cabria,Suco,Gallinasa,Lorna,,,,55,50,21,20,,,,k,k,k,k,,,,122,,Mesh sizes: 2.5; 3; 4; 4.5
1280,,Terese de Jesus,RBH,RBH,,,Salaverry,4,,,2/14/15,1/0/00,manual,Tollo,,,2/24/15,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,,,26,26,,45,7.5,b,8,p,7.5,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tollo cacho,Tollo zorro,perico,merly,veca,borrauad,azul,210,1353,250,320,225,17,12,k,k,k,k,k,k,k,4500,,
1281,CVE,Yorlianna Yisory,MQH,MQH,,,Salaverry,4,,,2/13/15,1/0/00,manual,Tollos,,,2/23/15,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,30,30,Menudo/Multifilament,60,8,b,8,p,8,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zorro,perico,barracuda,manta,,,,2000,500,200,100,,,,k,k,k,k,,,,6800,14200,"agua caliente, no se ve delfines"
1282,NAP,,EBH,Edwin,,,Salaverry,4,,,3/3/15,1/0/00,manual,Tiburon,,,3/12/15,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,24,24,Menudo/Multifilament,58,,b,8,p,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martillo,perico,vela,,,,,800,180,120,,,,,k,k,k,,,,,2800,2400,
1283,MVH,Teresa de Jesus,RBH,RBH,,,Salaverry,4,,,2/28/15,1/0/00,manual,Tiburon,,,3/12/15,,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,26,26,,45,7,b,8,p,7,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,perico,raya,vela,merlin,,,710,855,185,670,120,,,k,k,k,k,k,,,4850,,
1284,APP,Yorlana Yisary,MQH,MQH,,,Salaverry,4,,,3/12/15,1/0/00,manual,Tiburon,,,3/18/15,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,30,30,Menudo/Multifilament,60,8,b,8,p,8,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,bonio,raya,,,,,2500,900,900,,,,,k,k,k,,,,,7000,16000,
1285,AyS,san jose 4,Francisco Bermedo Ramos,,,,Mancora,4,TA-37527-BM,,2/25/15,1/0/00,manual,zorro,diamante,azul,3/6/15,1/0/00,Mancora,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,35,35,Clara/Monofilament,40,8,b,7.5,p,0,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zorro,azul,diamante,martillo,espada,,,12,8,2,2,1,,,i,i,i,i,i,,,2500,1000,usaron carnada solo en el lance 3 y lance 6
1286,AyS,Maria Elizabeth,Jose Manuel Fiestas,Jose Manuel Fiestas,,,San Jose,5,PL-25920-BM,,3/9/15,1/0/00,manual,martillo,,,3/15/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Ambos,Mixto,45,38,Clara/Monofilament,35,5,b,9,p,0,b,25,Menudo/Multifilament,35,3,b,8,b,4,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,mamita,mantequero,chileno,raya,,,10,12,40,250,600,,,,,,,,,,2000,1800,
1287,AyS,Cholo Justo,Jose Miguel Angel Fiestas,Jose Miguel Angel Fiestas,,,San Jose,4,PL-23582-BM,,3/9/15,1/0/00,manual,Raya,tollo,bonito,3/15/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Ambos,Mixto,42,28,Clara/Monofilament,30,5,b,10,p,0,b,18,Menudo/Multifilament,30,4,b,,,5,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya,tollo,cabrilla,congrio,,,,60,20,200,140,,,,k,k,k,k,,,,1670,1600,
1288,AyS,Jesus en ti confio,Rusbert Fiestas,Julio Fiestas,,,San Jose,3,PL-38485-BM,,3/12/15,1/0/00,manual,tollo mama,martillo,,3/16/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Ambos,Mixto,30,27,Menudo/Multifilament,30,4,b,4,p,7.800000191,b,10,Clara/Monofilament,30,5,b,0,b,9,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya aguila,martillo,tollo mama,tollo mantequero,tollo rara,,,500,100,30,5,1,,,k,k,k,k,i,,,1200,3500,
1289,AyS,Mensajero de paz,Ronald Fiestas,Ronald Fiestas,,,San Jose,5,PL-34932-BM,,3/9/15,1/0/00,manual,Raya,,,3/18/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Ambos,Mixto,40,33,Clara/Monofilament,32,5,b,10,p,22.79999924,,40,Menudo/Multifilament,32,3,b,,,4,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t. mantequero,raya,bateas,tollo mama,martillo,,,11,72,3,13,1,,,i,i,i,i,i,,,1100,200,
1290,APP,Don Nico,EBH,EBH,,,Salaverry,4,SY-0311-BM,,2/14/15,1/0/00,manual,Tiburon,,,2/23/15,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,22,22,Menudo/Multifilament,58,7,b,8,p,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,zorro,perico,vela,,,,,,,,,,,,,,,,,,2600,3000,Ganancia por tripulacion: 756
1291,1291,Don Nico,EBH,EBH,,,Salaverry,4,SY-0311-BM,,3/19/15,1/0/00,manual,Tiburon,,,3/9/15,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,24,24,Menudo/Multifilament,58,7.5,b,8,p,8,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perico,martillo,azul,zorro,,,,500,350,60,200,,,,k,k,k,k,,,,2650,,
1292,APP,Teresa de jesus,RBH,RBH,,,Salaverry,4,,,3/20/15,1/0/00,manual,Tiburon,,,3/31/15,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,27,27,Menudo/Multifilament,45,7.5,b,8,p,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perico,cacho,vela,merlin,barracuda,raya,,960,250,103,105,10,450,,k,k,k,k,k,k,,4450,,
1293,APP,Yorliana Yisary,MQH,MQH,,,Salaverry,4,,,3/23/15,1/0/00,manual,Tiburon,,,4/2/15,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,30,30,Menudo/Multifilament,60,8,b,8,p,8,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,perico,azul,merlin,barracuda,,,700,400,20,220,20,,,k,k,k,k,k,,,6500,70000,
1294,AyS,Mensajero de paz,Ronald Fiestas,Ronald Fiestas,,,San Jose,5,PL-34932-BM,,3/24/15,1/0/00,manual,tollo mama,,,3/29/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Ambos,Mixto,40,33,Clara/Monofilament,32,5,b,10,p,0,b,40,Menudo/Multifilament,32,3,b,14,b,3,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tollo mama,tollo mantequero,tollo martillo,raya aguila,batea,,,10,33,336,182,2,,,i,i,i,i,i,,,1200,2200,
1295,AyS,Cholo Justo,Jose Miguel Angel Fiestas,Jose Miguel Angel Fiestas,,,San Jose,4,PL-23582-BM,,3/24/15,1/0/00,manual,Raya,tollo,,3/30/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Ambos,Mixto,50,26,Clara/Monofilament,30,5,b,12,p,,,24,Menudo/Multifilament,30,40,b,0,b,5,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,tollo mantequero,raya,,,,,100,300,150,,,,,k,k,k,,,,,1800,1900,
1296,AyS,Jesus en ti confio,Rusbert Fiestas,Julio Fiestas,,,San Jose,3,PL-38485-BM,,3/24/15,1/0/00,manual,Tollo,,,3/30/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,30,30,Clara/Monofilament,30,5,b,9,p,0,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya aguila,tollo mantequero,bonito,martillo,,,,30,90,10,300,,,,k,k,k,k,,,,800,4000,
1297,AyS,Cholo Justo,Jose Miguel Angel Fiestas,Jose Miguel Angel Fiestas,,,San Jose,3,PL-23582-BM,,4/1/15,1/0/00,manual,Raya,tollo,,4/3/15,1/0/00,Bayovar,,,,,,,,,,,,,,,,,,b,,,,,,Ambos,Mixto,29,29,Menudo/Multifilament,30,4,b,5.25,p,16,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tollo mantequero,tollo mama,martillo,raya,,,,70,10,15,80,,,,k,k,k,k,,,,1100,400,
1298,AyS,Jesus en ti confio,Rusbert Fiestas,Julio Fiestas,,,San Jose,3,PL-38485-BM,,4/6/15,1/0/00,manual,martillo,,,4/13/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Ambos,Mixto,30,3,Clara/Monofilament,30,7,b,9,p,0,b,27,Menudo/Multifilament,30,5,b,2,b,4,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chita,raya agulia,tollo chileno,,,,,480,50,20,,,,,k,k,k,,,,,1200,1200,
1299,AyS,Maria Elizabeth,Jose Manuel Fiestas,Jose Manuel Fiestas,,,San Jose,4,PL-25920-BM,,4/6/15,,manual,tollo mama,,,4/13/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Ambos,Mixto,39,39,Clara/Monofilament,35,5,b,9,p,,,39,Menudo/Multifilament,35,3,b,,,4,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya aguila,tollo rara,tollo chileno,tollo mama,,,,400,29,1,1,,,,k,k,i,i,,,,900,2100,
1300,FCZ,San Jose,FBR,,,,Mancora,5,TA37527BM,,3/11/15,1/0/00,Manual,Tiburon,,,3/18/15,1/0/00,Mancora,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,40,40,Menudo/Multifilament,32,15,B,7,P,15,B,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,tollo mama,mantequero,perico,vidrio,gata,,520,9,2,6,1,1,,i,i,i,i,i,i,,1800,2300,
1301,NAP,Jose I,FBR,,,,Mancora,5,TA 0142-BM,,3/19/15,1/0/00,manual,Diamante,zorro,azul,3/27/15,1/0/00,Mancora,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,45,45,Menudo/Multifilament,35,,b,7.5,p,15,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zorro,azul,diamante,mobula,atun,perico,,23,1,2,1,202,3,,i,i,i,i,i,i,,2300,1950,
1302,COA,San Jose IV,CVE,,,,Mancora,4,TA 37527BM,,4/15/15,1/0/00,manual,Tollo,,,4/18/15,1/0/00,Mancora,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,30,0,Menudo/Multifilament,45,7,B,7,P,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perico,mobula,,,,,,5,3,,,,,,i,i,,,,,,,0,
1303,COA,San Jose I,FBR,Chaval,,,Mancora,5,TA-0142-BM,,4/15/15,1/0/00,manual,,,,4/19/15,1/0/00,Mancora,Chancho marino,,,Fresca,,,,,,,,,,,,,,b,,,,,,,Superficial,45,0,Menudo/Multifilament,35,17,b,7,p,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zorro,perico,atun,,,,,1,13,1,,,,,i,i,,,,,,,,Agua caliente
1304,COA,teresa de jesus,RBH,RBH,,,Salaverry,4,,,4/7/15,1/0/00,manual,Tollo,,,4/14/15,1/0/00,,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,31,31,31,,45,7.5,b,8,p,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perico,cacho,merlin,vela,barracuda,zorro,,415,210,305,120,22,1670,,k,k,k,k,k,k,,4480,,
1305,COA,Yorloama Yisary,MQH,MQH,,,Salaverry,4,,,4/9/15,1/0/00,manual,Tollo,,,4/19/15,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,40,30,Menudo/Multifilament,60,8,b,8,p,,,10,Menudo/Multifilament,60,5,b,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,perico,manta,vela,merlin,barracuda,zorro,,400,300,1120,788,180,1500,,k,k,k,k,k,k,,7300,12000,se usaron 10 panos de boniteras
1306,JCC,Teresa de Jesìs,JCC,Raul,,,Salaverry,4,,,4/21/15,1/0/00,manual,Tollo,,,5/3/15,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,30,30,Clara/Monofilament,45,7.5,B,8,P,7.5,b,0,Menudo/Multifilament,0,6,b,0,,4,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Martillo,Mobula,Perico,Bonito,Azul,Vidrio,Vela,2280,270,110,650,18,12,44,k,k,k,k,k,k,k,5250,14000,"Raya ˆguila peruana: 8 k
Los tiburones se pesaron sin cabeza"
1307,AyS,Jesus en ti confio,Rusbert Fiestas,Julio Fiestas,,,San Jose,4,PL-38485-BM,,4/16/15,1/0/00,manual,tollo mama,chita,,4/22/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Profundidad,Fondo,27,27,Menudo/Multifilament,30,5,m,4,p,7.25,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tollo gato,raya,suco,cachema,chita,,,5,5,20,30,15,,,k,k,k,k,k,,,1100,400,
1308,AyS,Maria Elizabeth,Jose Manuel Fiestas,Jose Manuel Fiestas,,,San Jose,4,PL-25920-BM,,4/15/15,1/0/00,manual,martillo,raya,,4/22/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Ambos,Mixto,39,39,Clara/Monofilament,35,5,b,9,p,14,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya,t. mantequero,batea,lenguado,,,,400,900,50,6.5,,,,k,k,k,k,,,,1200,2100,
1309,AyS,Pedro Daniel,FBR,Richard Cordova,,,Mancora,5,ZS-23540-BM,,4/21/15,1/0/00,manual,Tollo,,,4/28/15,1/0/00,Yacila-Paita,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,41,41,Clara/Monofilament,30,7.800000191,b,7,p,0,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,t.azul,zorro,martillo,mobula,vidrio,atun,barracuda,20,14,60,10,1,5,7,i,i,i,i,i,i,i,,,
1310,AyS,Jesus en ti confio,Rusbert Fiestas,Julio Fiestas,,,San Jose,3,PL-38485-BM,,4/27/15,1/0/00,manual,Martillo,,,5/5/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,30,30,Clara/Monofilament,30,7,b,9,p,0,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,t. mantequero,raya aguila,zorro,,,,500,300,70,15,,,,k,k,k,k,,,,1400,5300,
1311,AyS,Maria Elizabeth,Jose Manuel Fiestas,Jose Manuel Fiestas,,,San Jose,4,PL-25920-BM,,4/27/15,1/0/00,manual,Raya,,,5/5/15,1/0/00,San Jose,,,,,,,,,,,,,,,,,,b,,,,,,Ambos,Mixto,39,39,Clara/Monofilament,35,5,b,9,p,9.5,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya,martillo,t. mantequero,,,,,400,300,200,,,,,k,k,k,,,,,2300,3200,
1313,APP,Don Nico,EBH,EBH,,,Salaverry,4,SY-0311-BM,,4/7/15,1/0/00,manual,Tiburon,,,4/15/15,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,24,24,Menudo/Multifilament,58,7.5,b,8,p,7.5,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zorro,cachito,perico,manta blanca,,,,800,400,480,250,,,,k,k,k,k,,,,2450,4300,"no hubieron fotos en este viaje, porque la camara se malogro"
1314,APP,Don Nico,EBH,EBH,,,Salaverry,4,SY-0311-BM,,4/22/15,1/0/00,manual,Tiburon,,,5/3/15,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,24,24,Menudo/Multifilament,58,7.5,b,8,p,7.5,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martillo,zorro,azul,,,,,1400,380,24,,,,,k,k,k,,,,,2400,6000,
1315,APP,yorliana yisary,MQH,MQH,,,Salaverry,4,,,4/23/15,1/0/00,manual,Tiburon,,,5/7/15,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,15,15,Menudo/Multifilament,60,8,b,8,p,8,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zorro,azul,barracuda,perico,manta,tuno,cruzeta,1000,1000,100,100,500,100,400,k,k,k,k,k,k,k,7500,15000,
1316,APP,Pachin,PPA,PPA,,,Chorillos,6,,,4/29/15,1/0/00,manual,Tiburon,merlin,vela,5/11/15,1/0/00,Chorrillos,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,32,12,Clara/Monofilament,90,,b,18,p,,,20,Menudo/Multifilament,100,0,b,0,,9,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,espada,merlin,vela,perico,barracuda,cacho,,450,800,900,200,60,60,,k,k,k,k,k,k,,6000,6000,
1317,APP,Pachin,PPA,PPA,,,Chorillos,4,,,5/17/15,1/0/00,manual,Raya,,,5/18/15,1/0/00,Chorrillos,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,32,20,Menudo/Multifilament,100,,b,9,p,,,12,Clara/Monofilament,90,0,b,0,,18,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya,martillo,,,,,,1,5,,,,,,k,k,,,,,,100,120,
1318,APP,Don Nico,EBH,EBH,,,Salaverry,3,SY-0311,,5/17/15,1/0/00,manual,Tiburon,,,5/18/15,,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,24,24,Menudo/Multifilament,58,7.5,b,8,p,7.5,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,,,,,,,,,
1319,APP,Don Nico,EBH,EBH,,,Salaverry,3,SY-0311,,5/21/15,,manual,Tiburon,,,5/27/15,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,24,24,Menudo/Multifilament,58,7.5,b,9,p,7.5,b,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rara,,,,,,,1100,,,,,,,k,,,,,,,,,
1320,APP,Teresa de Jesus,RBH,TBH,,,Salaverry,4,SY-42507-BM,,5/8/15,1/0/00,manual,Tiburon,,,5/20/15,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,32,32,Menudo/Multifilament,45,7.5,b,8,p,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cacho,Bonito,Diamante,Azul,,,,255,810,35,11,,,,k,k,k,k,,,,3680,1600,
1321,COA,Pachin,PPA,PPA,,,Chorillos,,,,5/21/15,1/0/00,manual,Azul,"diamante, espada, vela","perico, merlin, cacho",6/10/15,1/0/00,Chorrillos,,,,,,,,,,,,,,,,,,b,,,,,,Superficial,Superficial,32,20,Menudo/Multifilament,100,5,b,9,p,5,b,12,Clara/Monofilament,90,13,b,13,b,18,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,espada,vela,merlin,cacho,tuno,diamante,azul,400,400,250,150,200,180,230,k,k,k,k,k,k,k,7000,5500,"Perico 300 k
Barracuda 90 k"
1322,COA,Yorliana Yesary,"MQH
MQH",MQH,,,Salaverry,4,,,5/16/15,1/0/00,manual,Raya,,,5/20/15,1/0/00,Salaverry,,,,,,,,,,,,,,,,,,b,,,,,,Profundidad,Fondo,16,16,Menudo/Multifilament,100,12,b,14,p,,,0,,0,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,raya,,,,,,,900,,,,,,,k,,,,,,,2000,300,
